"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043254","BP","GO:0043254","regulation of protein-containing complex assembly","106/3047","404/15222",0.0012863821621308,0.0012863821621308,0.039194112195689,"Fer/Raf1/Sox9/Ddx3x/Hip1r/Sost/Rac1/Esam/Bbc3/Rhoc/Snx9/Scin/Tgfb1/Flii/Cd36/Med25/Apoe/Cdkn1b/Hck/Pih1d1/Bax/Bid/Ralb/Ccl24/Pex5/Crbn/Tmod4/Apc/Napa/Fblim1/Arpc2/Cdt1/Nphs1/Cdc42/Stx1a/Cav1/Rhoa/Arpc5/Met/Spire2/Faf1/Psen2/Git1/Clip3/Piezo1/Ankrd53/Nol3/Tppp3/Sirt2/Map2/Abca1/Ttbk1/Prune1/Capza2/Eps8/Tenm1/Lamp2/H3f3b/Bik/Myo1c/Baiap2l2/Pfn1/Septin8/Mapt/Cldn7/Ikzf1/Csf2/Alox15/Ahr/Esr1/Stxbp5/Wasf1/Sgk1/Sar1a/Cand1/Plek/Actr2/Nav3/Ncln/Sptbn1/Cyfip2/Mapk9/Rack1/Sar1b/Drg1/Dbnl/Cyria/Trappc12/Pfn4/Pecam1/Sptb/Nin/Trim9/Ppm1a/Evl/Wars/Hsp90aa1/Trim27/Carmil1/Syk/Rasa1/Tppp/Slf1/Ankra2/Iqgap2/Jmy",106
"GO:0008021","CC","GO:0008021","synaptic vesicle","56/3047","191/15222",0.00129028251269952,0.00129028251269952,0.039194112195689,"Th/Cttnbp2/Septin1/Clcn4/Dnajc5/Snapin/Calm1/Shh/Ap2a2/Rab8a/Rab3b/Ncstn/Clcn5/Clcn3/Syt5/Apc/Syngr3/Stx1a/Bcl2l1/Vdac3/Syn2/Snap47/Rnf112/Psen2/Atp6v0d1/Ptprs/Kif1a/Prrt1/Hspa8/Aph1a/Rab5a/Ndel1/Rab3d/Atp6v0a1/Calm3/Gipc1/Slc17a8/Atp2b1/Psen1/Stx7/Ddc/Vdac1/Septin4/Gria1/Sypl/Kif3c/Rab10/Dlg4/Vamp2/Ston2/Rab15/Vti1b/Amph/Mctp1/Scamp1/Rab3c",56
"GO:2001234","BP","GO:2001234","negative regulation of apoptotic signaling pathway","63/3047","220/15222",0.00129220958962632,0.00129220958962632,0.039194112195689,"Gnai3/Mnt/Gcg/Raf1/Zfp385a/Ddx3x/Il4/Mapk7/Akt1/Tmem161a/Bcl2l12/Pih1d1/Ier3/Bax/Ikbkg/Bid/Map2k1/Hspb1/Cd44/Prdx2/Hmox1/Trap1/Tmbim1/Sod2/Ctnnb1/Tgfbr1/Bcl2l1/Pttg1ip/Eya4/Psen2/Tnfrsf22/Pea15a/Pam16/Nol3/Nfe2l2/Slc25a5/Il19/Brca1/Atad5/Mmp9/Eya2/Pcgf2/Aatf/Csf2/Hdac2/Fyn/Tnfaip3/Psen1/Igf1/Sirt1/Unc5b/Mdm2/Xbp1/Rps6kb1/Nle1/Rffl/Bdkrb2/Hif1a/Zmynd11/Ripk1/Prelid1/Dapk1/Tert",63
"GO:0140297","MF","GO:0140297","DNA-binding transcription factor binding","100/3047","378/15222",0.00130415796294,0.00130415796294,0.039194112195689,"Pparg/Sox9/C1d/Smarcb1/Sp1/Rarg/Mef2d/Nkx2-1/Ifrd1/Nr1h3/Spi1/Tead3/Ppard/Daxx/Prpf6/Ikzf4/Med25/Klf4/Sri/Crtc1/Brd8/Calr/Stat3/Dnaja3/Dnmt1/Hdac9/Dgkq/Hspb1/Klf5/Mef2c/Gata6/Ncoa2/Sra1/Crkl/Zbtb17/Bbs1/Runx1t1/Gtf2h1/Tcf23/Gmnn/Ctnnb1/Arid1a/Fhl2/Hdac5/Elk1/Myod1/Cbx5/Dmap1/Prox1/Faf1/Med16/Tbp/Dll1/Sirt2/Arnt/Srf/Arnt2/Nfe2l2/Rxra/Med24/Rarb/Med1/Tbx5/Kpna2/Ncor1/Tbx3/Cdk5rap3/Arrb1/Ywhah/Ahr/Psmc3ip/Esr1/Hdac2/Hey2/Grm1/Cry1/Ascl1/Sirt1/Tcf3/Prmt2/Nfyb/Hspa4/Xbp1/Myocd/Lpin1/Id2/Ncoa1/Psmc5/Ddx5/Stat5b/Gtf2a1/Ttc8/Psma6/Nfkbia/Snw1/Hif1a/Mta1/Fos/Id4/Nsd1",100
"GO:0008238","MF","GO:0008238","exopeptidase activity","29/3047","84/15222",0.00130642776948539,0.00130642776948539,0.039194112195689,"Scpep1/Fap/Mmp14/Dpp9/Hpn/Npepps/Folh1/Cpa3/Metap1/Prss16/Scrn3/Cpb1/Ace2/Lta4h/Ctsz/Ctsa/Scrn1/Dpep1/Cpm/Aebp1/Ace/Blmh/Cpd/Scrn2/Vash1/Aopep/Ctsl/Agtpbp1/Erap1",29
"GO:0051656","BP","GO:0051656","establishment of organelle localization","94/3047","352/15222",0.00130751308043081,0.00130751308043081,0.039194112195689,"Fer/Septin1/Adora3/Chmp1a/Il4/Snapin/Kpnb1/Tcirg1/Spag5/Ykt6/Stard3nl/Stk11/Bicd1/Ikbkg/Cul3/Gab2/Stxbp2/Rab11a/Chmp2b/Map2k1/Hmox1/Kit/Bloc1s6/Spo11/Cdt1/Cdc42/Kif5b/Hap1/Ctnnb1/Vps4b/Spire2/Gosr1/Chp1/Kif1a/Ankrd53/Fhod1/Gata2/Ptgds/Map2/Rhot1/Birc5/Myo1c/Stard3/Mapt/Myo1b/Adora2b/Slc2a4/Crhr1/Dync1h1/Ndel1/Atp6ap1/Nop9/Ubb/Ltv1/Wasf1/Lin7a/Psen1/Ahi1/Cep83/Sar1a/Rab1a/Actr2/Ap3d1/Fbxw11/Xpo1/Sar1b/Ube2b/Nefh/Myo1g/Limk2/Myo19/Llgl1/Trappc12/Kif3c/Slc9a3r1/Pafah1b1/Llgl2/Kif1c/Pld2/Tac4/Aurkb/Myh10/Ntn1/Actr10/Clmn/Hif1a/Trip11/Chga/Tmed10/Kif13a/Syk/Agtpbp1/Pdcd6/Ap3b1",94
"GO:1904019","BP","GO:1904019","epithelial cell apoptotic process","35/3047","107/15222",0.00132579347749387,0.00132579347749387,0.0394402336578093,"Krit1/Fasl/Il4/Mapk7/Ramp2/Col18a1/Angptl4/Braf/Jag2/Bid/Pias4/Hmox1/Igf1r/Tek/Bcl2l1/Hipk1/Gata2/Ager/Gata3/Nfe2l2/Srsf6/Plcg1/Cd40/Stk4/E2f2/Tnfaip3/Igf1/Xbp1/Pik3cg/Eif2s1/Zfp36l1/Ryr2/Sfrp4/Cast/Tert",35
"GO:0042593","BP","GO:0042593","glucose homeostasis","67/3047","237/15222",0.00133564502766165,0.00133564502766165,0.0394402336578093,"Ngfr/Ins2/Gcg/Pparg/Raf1/Hk2/Dbh/Smarcb1/Oas1c/Akt1/Rac1/Rab34/Ppard/Cd36/Stk11/Sri/Pih1d1/Crhr2/Stat3/Cacna1e/Pax2/Pde1c/Map2k1/Sh2b2/Ccn4/Fgfr4/Mlxipl/Prkaca/Igf1r/Insr/Inpp5k/Kif5b/Ankrd26/Gprc5b/Met/Mcu/Myt1/Trpv4/Cltrn/Ager/Cacna1d/Birc5/Slc2a4/Arrb1/Plscr3/Pdk4/Cry1/Igf1/Sirt1/Hkdc1/Appl2/Ppp2ca/Rack1/Xbp1/Stxbp4/Fkbp1b/Pomc/Ern1/Rph3al/Nr1d1/Pygl/Hif1a/Gpld1/Ptch1/Cartpt/Hmgcr/Pde8b",67
"GO:0007595","BP","GO:0007595","lactation","14/3047","31/15222",0.00133964592536023,0.00133964592536023,0.0394402336578093,"Ddr1/Stat5a/Prlr/Neurl1a/Atp7b/Aprt/Cav1/Med1/Socs2/Xbp1/Stat5b/Hif1a/Prl/Slc6a3",14
"GO:0051569","BP","GO:0051569","regulation of histone H3-K4 methylation","14/3047","31/15222",0.00133964592536023,0.00133964592536023,0.0394402336578093,"Gcg/Kmt2a/Paxip1/Pih1d1/Dnmt1/Ctr9/Kmt2b/Ctnnb1/Ehmt2/Gata3/Macroh2a1/Brca1/Myb/Snw1",14
"GO:0048193","BP","GO:0048193","Golgi vesicle transport","71/3047","254/15222",0.00136133059028519,0.00136133059028519,0.0398795024952776,"Myo18a/Sec24b/Lman2l/Ergic1/Bcap31/Trappc6a/Rab34/Lmf1/Use1/Golga2/Prkd1/Ykt6/Kdelr1/Rab8a/Rnf215/Cul3/Tmed4/Ergic3/Steep1/Bbs1/0610009B22Rik/Tmem115/Stx5a/Spire2/Gosr1/Kdelr3/Rbsn/Tex261/Trappc2l/Golga7/Steap2/Cyth3/Myo1b/Cog1/Copz2/Ap4m1/Snx3/Gopc/Sar1a/Vps54/Rab1a/Ap3d1/Sptbn1/Rack1/Sar1b/Arf5/Llgl1/Nbas/Trappc12/Bcap29/Rab10/Gga3/Ankfy1/Rabep1/Kif1c/Vamp2/Gosr2/Scfd1/Sec23a/Trappc6b/Mia2/Vti1b/Trip11/Golga5/Tmed10/Amn/Exoc2/Kif13a/Lman2/Nkd2/Pdcd6",71
"GO:0009408","BP","GO:0009408","response to heat","30/3047","88/15222",0.00136925238666755,0.00136925238666755,0.0398795024952776,"Akt1/Chordc1/Clpb/Daxx/Map2k7/Eif2b5/Dnaja3/Eif2b2/Hmox1/Prkaca/Trpv1/Tpr/Hspb7/Casq1/Trpm2/Trpv4/Cd34/Pmp22/Mapt/Trpv2/Lrp11/Igf1/Hspa4/Slu7/Nf1/Ywhae/Eif2s1/Atxn3/Hsp90aa1/Pdcd6",30
"GO:0035825","BP","GO:0035825","homologous recombination","17/3047","41/15222",0.00137270785524447,0.00137270785524447,0.0398795024952776,"Hsf2bp/Msh4/Spo11/Msh5/Rad51c/Brme1/Tex11/Msh3/Top2b/Rad51d/Chtf18/Psmc3ip/Sycp3/Ube2b/Top2a/4930447C04Rik/Trip13",17
"GO:0003924","MF","GO:0003924","GTPase activity","70/3047","250/15222",0.00139587274406196,0.00139587274406196,0.0403746202287544,"Gnai3/Gna12/Rem1/Septin1/Rab5b/Ddx3x/Rnd2/Tubb6/Tubb5/Septin7/Rac1/Rab34/Rhoc/Rab8a/Rab3b/Ralb/Rab23/Rab11a/Cdc42/Gtpbp3/Rhoa/Ift22/Rab25/Rala/Gnat2/Rnf112/Gm266/Adssl1/Tubb1/Eef1a2/Ift27/Rnd3/Rhot1/Rab5a/Nkiras2/Rac3/Septin8/Rab3d/Rab5c/Rab4a/Rab32/Tube1/Septin10/Rhobtb1/Hbs1l/Sar1a/Rab21/Rab1a/Rab36/Sar1b/Drg1/Mtif2/Septin4/Tubd1/Drg2/Gna13/Dnajc27/Rab10/Rasl10b/Rab37/Eftud2/Rab15/Atl1/Gtpbp4/Tubal3/Gng4/Tppp/Rhobtb3/Gfm2/Rab3c",70
"GO:0140104","MF","GO:0140104","molecular carrier activity","21/3047","55/15222",0.00141177431003167,0.00141177431003167,0.0406562447821116,"Xpo6/Oxa1l/Kpnb1/Nup214/Ipo4/Cse1l/Pex19/Kpna6/Tmco6/Emc10/Nutf2/Tnpo1/Kpna2/Atox1/Mb/Xpo1/Hbq1a/Eif4enif1/Cygb/Ngb/Timm9",21
"GO:0070585","BP","GO:0070585","protein localization to mitochondrion","31/3047","92/15222",0.00142563128627855,0.00142563128627855,0.040876796377735,"Hk2/Oxa1l/Calm1/Akt1/Fbxo7/Bcap31/Bbc3/Timm44/Tomm40/Timm50/Bax/Bid/4930550C14Rik/Tomm40l/Hspa1l/Rala/Timm23/Pam16/Nol3/Tomm34/Mapt/Fis1/Calm3/Timm13/Hspa4/Srebf1/Timm22/Tomm20l/Timm9/Hsp90aa1/Ap3b1",31
"GO:2000377","BP","GO:2000377","regulation of reactive oxygen species metabolic process","45/3047","147/15222",0.00143750157536519,0.00143750157536519,0.0410125829274088,"Gnai3/Ngfr/Itgb2/Pdgfb/Hk2/Il4/Acp5/Foxm1/Akt1/Tgfb1/Cd36/Hbp1/Ier3/Stat3/Pax2/Clcn3/Prdx2/Insr/Mmp8/Ctns/Atp5g1/Cyba/Sod2/Rhoa/Bcr/Tusc2/Plin5/Sirt2/Ager/Nfe2l2/Brca1/Mapt/Aatf/Fyn/Sirt1/Vdac1/Esr2/Hif1a/Arg2/Fbln5/Tfap2a/Ripk1/Syk/F2rl1/Dhfr",45
"GO:0072337","BP","GO:0072337","modified amino acid transport","13/3047","28/15222",0.00144902397940653,0.00144902397940653,0.0410125829274088,"Slc19a1/Folr1/Ctns/Slc5a6/Mgst1/Slc16a12/Slc13a3/Slc22a5/Slc6a8/Slc1a4/Slc22a4/Slc9a3r1/Slc46a1",13
"GO:1902042","BP","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","13/3047","28/15222",0.00144902397940653,0.00144902397940653,0.0410125829274088,"Raf1/Ddx3x/Hmox1/Tmbim1/Bcl2l1/Psen2/Tnfrsf22/Pea15a/Nol3/Brca1/Tnfaip3/Rffl/Dapk1",13
"GO:0002295","BP","GO:0002295","T-helper cell lineage commitment","9/3047","16/15222",0.00147629773140582,0.00147629773140582,0.0414289150605038,"Loxl3/Il4/Tbx21/Stat6/Tgfb1/Stat3/Ly9/Slamf6/Irf4",9
"GO:0032261","BP","GO:0032261","purine nucleotide salvage","9/3047","16/15222",0.00147629773140582,0.00147629773140582,0.0414289150605038,"Gmpr/Gmpr2/Impdh1/Ampd3/Aprt/Adssl1/Dguok/Adss/Ada",9
"GO:0033500","BP","GO:0033500","carbohydrate homeostasis","67/3047","238/15222",0.00150214263509974,0.00150214263509974,0.0419121441898267,"Ngfr/Ins2/Gcg/Pparg/Raf1/Hk2/Dbh/Smarcb1/Oas1c/Akt1/Rac1/Rab34/Ppard/Cd36/Stk11/Sri/Pih1d1/Crhr2/Stat3/Cacna1e/Pax2/Pde1c/Map2k1/Sh2b2/Ccn4/Fgfr4/Mlxipl/Prkaca/Igf1r/Insr/Inpp5k/Kif5b/Ankrd26/Gprc5b/Met/Mcu/Myt1/Trpv4/Cltrn/Ager/Cacna1d/Birc5/Slc2a4/Arrb1/Plscr3/Pdk4/Cry1/Igf1/Sirt1/Hkdc1/Appl2/Ppp2ca/Rack1/Xbp1/Stxbp4/Fkbp1b/Pomc/Ern1/Rph3al/Nr1d1/Pygl/Hif1a/Gpld1/Ptch1/Cartpt/Hmgcr/Pde8b",67
"GO:2000146","BP","GO:2000146","negative regulation of cell motility","75/3047","272/15222",0.00152972198037117,0.00152972198037117,0.0419121441898267,"Apoh/Ngfr/Gna12/Cdh1/Pparg/Pdgfb/Acvrl1/Adora3/Krit1/Serpinf1/Il4/Timp1/Nkx2-1/Jup/Marveld3/Akt1/Rac1/Ppard/Braf/Tgfb1/Shh/Apoe/Klf4/Dusp3/Has1/Calr/Stat3/Coro1c/Cnn2/Il27ra/Mef2c/Fbln1/Chrd/Rhoa/Hdac5/Bcr/Hyal2/Gm266/Fuz/Pten/Stc1/Ager/Srf/Gata3/Cers2/Gnrh1/Nfe2l2/Wnt11/Stard13/Sulf1/Abr/Ada/Crk/Tbx5/Dpep1/Ptprk/Dcn/Srgap1/Ptprr/Nav3/Osbpl8/Adarb1/Igfbp3/Patz1/Myocd/Gna13/Mmp28/Nf1/Slc9a3r1/Cygb/Gtpbp4/Vash1/Evl/Drd1/Mctp1",75
"GO:1904706","BP","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","12/3047","25/15222",0.00153773463861905,0.00153773463861905,0.0419121441898267,"Gna12/Pparg/Cnn1/Cdkn1b/Hmox1/Mef2c/Sod2/Rhoa/Pten/Myocd/Gna13/Tgfb3",12
"GO:0034976","BP","GO:0034976","response to endoplasmic reticulum stress","65/3047","230/15222",0.00157484634102385,0.00157484634102385,0.0419121441898267,"Ins2/Trim25/Ddx3x/Bcap31/Bbc3/Nr1h3/Clgn/Eif2b5/Man1a/Calr/Bax/Ikbkg/Lpcat3/Bid/Sgta/Jkamp/Eif2ak4/Ufd1/Ubqln1/Qrich1/Usp19/Cav1/Bcl2l1/Herpud2/Derl3/Ube2g2/Ppp2cb/Tmem259/Dnajb9/Gorasp2/Atf6b/Rnf5/Nfe2l2/Foxred2/Serinc3/Pmp22/Derl2/Cdk5rap3/Alox15/H13/Tmem129/Rcn3/Ubxn6/Calr3/Apaf1/Hsp90b1/Sirt1/Dnajb12/Stc2/Erlec1/Canx/Rnf185/Xbp1/Rnft1/Pdia6/Agr2/Ern1/Atp2a3/Sel1l/Tmx1/Eif2s1/Atg10/Cert1/Thbs4/Rasgrf2",65
"GO:0043588","BP","GO:0043588","skin development","65/3047","230/15222",0.00157484634102385,0.00157484634102385,0.0419121441898267,"Ngfr/Lhx2/Alox12/Acvr1b/Sox9/Lsr/Tmem79/Col1a1/Itga3/Jup/Nom1/Akt1/Smo/Foxn1/Ppard/Shh/Edar/Psap/Map2k1/Gata6/Apc/Trpv1/Elovl1/Epha2/Cyp27b1/Ctnnb1/Fzd3/Met/Bcr/Psen2/Fuz/Tsg101/Dll1/Itga2/Srf/Lama5/Macroh2a1/Celsr1/Srsf6/Krt27/Etv4/Med1/Stk4/Krt10/Hdac2/Traf3ip2/Psen1/Macroh2a2/Egfr/Lgr5/Madcam1/Rock2/Grhl1/Nf1/Itgb4/Alox8/Aloxe3/Sgpp1/Sav1/Prkch/Zfp36l1/Tfap2a/Ctsl/Nsun2/Ap3b1",65
"GO:0030011","BP","GO:0030011","maintenance of cell polarity","10/3047","19/15222",0.00157869783337754,0.00157869783337754,0.0419121441898267,"Lhx2/Lin7b/Atn1/Wdr1/Arpc5/Pdzd11/Wnt11/Lin7a/Llgl1/Slc9a3r1",10
"GO:0031489","MF","GO:0031489","myosin V binding","10/3047","19/15222",0.00157869783337754,0.00157869783337754,0.0419121441898267,"Rab8a/Rab3b/Rab11a/Rab25/Taok1/Rab3d/Npc1l1/Gria1/Rab10/Rab3c",10
"GO:0043373","BP","GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","10/3047","19/15222",0.00157869783337754,0.00157869783337754,0.0419121441898267,"Loxl3/Il4/Tbx21/Stat6/Tgfb1/Stat3/Ly9/Slamf6/Irf4/Ctsl",10
"GO:0045606","BP","GO:0045606","positive regulation of epidermal cell differentiation","10/3047","19/15222",0.00157869783337754,0.00157869783337754,0.0419121441898267,"Sult2b1/Cyp27b1/Macroh2a1/Etv4/Med1/Macroh2a2/Alox8/Prkch/Sfrp4/Ptch1",10
"GO:0060099","BP","GO:0060099","regulation of phagocytosis, engulfment","10/3047","19/15222",0.00157869783337754,0.00157869783337754,0.0419121441898267,"Pparg/Cd36/Gata2/Ager/Itga2/Fcgr1/Lbp/Alox15/Appl2/F2rl1",10
"GO:0072349","MF","GO:0072349","modified amino acid transmembrane transporter activity","10/3047","19/15222",0.00157869783337754,0.00157869783337754,0.0419121441898267,"Slc19a1/Ctns/Slc5a6/Slc16a12/Slc13a3/Slc22a5/Slc6a8/Slc1a4/Slc22a4/Slc46a1",10
"GO:1905153","BP","GO:1905153","regulation of membrane invagination","10/3047","19/15222",0.00157869783337754,0.00157869783337754,0.0419121441898267,"Pparg/Cd36/Gata2/Ager/Itga2/Fcgr1/Lbp/Alox15/Appl2/F2rl1",10
"GO:0005540","MF","GO:0005540","hyaluronic acid binding","11/3047","22/15222",0.00158884824342919,0.00158884824342919,0.0419121441898267,"Ncan/Bcan/Hapln2/Cd44/Hapln4/Hyal2/C1qbp/Hmmr/Habp4/Hapln1/Vcan",11
"GO:0006760","BP","GO:0006760","folic acid-containing compound metabolic process","11/3047","22/15222",0.00158884824342919,0.00158884824342919,0.0419121441898267,"Folh1/Folr1/Mthfd2/Fpgs/Sardh/Pipox/Aldh1l2/Shmt1/Mthfd1/Mtr/Dhfr",11
"GO:0043173","BP","GO:0043173","nucleotide salvage","11/3047","22/15222",0.00158884824342919,0.00158884824342919,0.0419121441898267,"Gmpr/Gmpr2/Uck1/Impdh1/Ampd3/Aprt/Adssl1/Dguok/Adss/Ada/Upp1",11
"GO:0051271","BP","GO:0051271","negative regulation of cellular component movement","77/3047","281/15222",0.0016105115960033,0.0016105115960033,0.042314343254186,"Apoh/Ngfr/Gna12/Cdh1/Pparg/Pdgfb/Acvrl1/Adora3/Krit1/Serpinf1/Il4/Timp1/Nkx2-1/Jup/Marveld3/Akt1/Rac1/Ppard/Braf/Tgfb1/Shh/Apoe/Cdkn1b/Klf4/Dusp3/Has1/Calr/Stat3/Coro1c/Cnn2/Il27ra/Mef2c/Fbln1/Chrd/Rhoa/Hdac5/Bcr/Hyal2/Gm266/Fuz/Pten/Stc1/Actn1/Ager/Srf/Gata3/Cers2/Gnrh1/Nfe2l2/Wnt11/Stard13/Sulf1/Abr/Ada/Crk/Tbx5/Dpep1/Ptprk/Dcn/Srgap1/Ptprr/Nav3/Osbpl8/Adarb1/Igfbp3/Patz1/Myocd/Gna13/Mmp28/Nf1/Slc9a3r1/Cygb/Gtpbp4/Vash1/Evl/Drd1/Mctp1",77
"GO:0031529","BP","GO:0031529","ruffle organization","20/3047","52/15222",0.00163838383884616,0.00163838383884616,0.042431409911848,"Def8/Tcirg1/Rac1/Aif1l/Fam98a/Coro1c/Inpp5k/Eps8l1/Cav1/Eps8/Pfn1/Ndel1/Plek/Cobl/Wdpcp/Dbnl/Lpin1/Sh3yl1/Evl/Carmil1",20
"GO:0009295","CC","GO:0009295","nucleoid","18/3047","45/15222",0.00164070375916124,0.00164070375916124,0.042431409911848,"Dbt/Top1mt/Poldip2/Tfam/Dnaja3/Sod2/Clpx/Slc25a5/Acadvl/Supv3l1/Mpg/Polrmt/Vdac1/Elac2/Polg2/Lrrc59/Prorp/Tert",18
"GO:0042645","CC","GO:0042645","mitochondrial nucleoid","18/3047","45/15222",0.00164070375916124,0.00164070375916124,0.042431409911848,"Dbt/Top1mt/Poldip2/Tfam/Dnaja3/Sod2/Clpx/Slc25a5/Acadvl/Supv3l1/Mpg/Polrmt/Vdac1/Elac2/Polg2/Lrrc59/Prorp/Tert",18
"GO:1903170","BP","GO:1903170","negative regulation of calcium ion transmembrane transport","18/3047","45/15222",0.00164070375916124,0.00164070375916124,0.042431409911848,"Rem1/Fmr1/Calm1/Akt1/Tgfb1/Sri/Cacnb3/Gstm7/Ubqln1/Atp1a2/Ahr/Calm3/Trdn/Mrln/Ppp2ca/Vdac1/Fkbp1b/Ywhae",18
"GO:0009260","BP","GO:0009260","ribonucleotide biosynthetic process","45/3047","148/15222",0.00167214077866684,0.00167214077866684,0.0429078926002365,"Dlat/Gmpr/Atp5pb/Il4/Coasy/Gmpr2/Uck1/Tgfb1/Atp5d/Impdh1/Gcdh/Stat3/Map2k1/Adcy9/Ampd3/Atp5g1/Pdk1/Aprt/Bcl2l1/Tafazzin/Pdhx/Adssl1/Cad/Dguok/Slc25a13/Adss/Atp5e/Ada/Atp5g3/Acsl1/Pank3/Pdk4/Dip2a/Acsl6/Upp1/Adcy1/Guk1/Adcy3/Dld/Nme2/Gucy2e/Pfas/Acly/Dcakd/Adcy2",45
"GO:0021543","BP","GO:0021543","pallium development","45/3047","148/15222",0.00167214077866684,0.00167214077866684,0.0429078926002365,"Lhx2/Nsun5/Sema6b/Nkx2-1/Smo/Rac1/Lamb1/Bax/Bcan/Pex5/Celf1/Crkl/Bbs1/Ctnnb1/Rhoa/Zmiz1/Nf2/Wnt3a/Prox1/Ptprs/Igf2bp1/Pten/Pax5/Srf/Crk/Kif3a/Ndel1/Hdac2/Nr2e1/Psen1/Ascl1/Egfr/Btg2/Ogdh/Rtn4/Nf1/Pafah1b1/Ywhae/Foxg1/Hif1a/Pals1/Gli3/Id4/Drd1/Hnrnpk",45
"GO:0004674","MF","GO:0004674","protein serine/threonine kinase activity","103/3047","394/15222",0.00169618600896371,0.00169618600896371,0.0433562029626994,"Tssk3/Raf1/Acvrl1/Acvr1b/Ccl3/Mapk7/Araf/Stk38l/Akt1/Srpk3/Pnck/Vrk3/Dbf4/Dyrk1b/Braf/Prkd1/Map2k7/Stk11/Cdk12/Grk5/Csnk1g2/Rps6ka1/Mast2/Map3k11/Akt2/Map3k20/Pkn2/Ulk2/Mapk13/Srpk1/Map2k1/Prkacb/Eif2ak4/Ripk4/Prkaca/Pdk1/Prkag3/Mark3/Tssk4/Tgfbr1/Hipk1/Cdk9/Bcr/Nuak2/Cilk1/Mlkl/Ly6g6e/Map3k4/Lrrk1/Ttbk1/Stk32c/Camk1g/Dyrk3/Mapkapk2/Taok1/Nlk/Nek8/Sgk2/Stk4/Ksr1/Map2k3/Rps6kl1/Akt3/Cdk1/Sgk1/Cdk17/Nuak1/Tbk1/Mknk2/Irak3/Stk10/Mapk9/Clk4/Cdkl3/Limk2/Rps6kb1/Pik3cg/Rock2/Map2k6/Tlk2/Map3k3/Ern1/Camkk1/Mink1/Nme2/Aurkb/Map3k14/Cdkl1/Adck1/Prkch/Vrk1/Rps6ka5/Ccnk/Cdc42bpb/Mak/Ripk1/Prpf4b/Riok1/Syk/Cdk20/Ccnh/Dapk1/Plk2",103
"GO:0052548","BP","GO:0052548","regulation of endopeptidase activity","75/3047","273/15222",0.0017037015686895,0.0017037015686895,0.0433801679652093,"Ngfr/Wnt9a/Cdh1/Alox12/Lck/Pparg/Serpinf1/Ddx3x/Fasl/Hip1r/Timp1/Akt1/Bcap31/Bbc3/Klf4/Bcl2l12/Pih1d1/Ncstn/Rps6ka1/Bax/Fam162a/Stat3/Akt2/Dnaja3/Pax2/Bid/Aqp1/Cd44/Por/Tfap4/Rhoa/Ctsd/Wnt3a/Pdcd2/Nol3/Ager/Ttbk1/Aph1a/Vtn/Timp2/Birc5/Mmp9/Arrb1/Fis1/Dpep1/Mical1/Fyn/Perp/Apaf1/Ccn2/Timp3/Igf1/Sirt1/Vsir/Adora2a/Mdm2/Cyfip2/Ppp2ca/Mapk9/Rack1/Rock2/Nle1/Rffl/P2rx1/Atp2a3/Serpina3n/Lgmn/Tmed10/Serpinb9b/Syk/Prelid1/Dapk1/Pdcd6/Cast/Naip1",75
"GO:0008022","MF","GO:0008022","protein C-terminus binding","61/3047","214/15222",0.00172303327513467,0.00172303327513467,0.0437036577680919,"Lck/Pparg/Dynlt1c/Oprm1/Dlg3/Sp1/Slc9a3r2/Pex6/Map2k7/Bcam/Sh3gl1/Rabac1/Ercc1/Homer3/Cacna1b/Phb2/Ppp1cc/Pias4/Map2k1/Pex5/Polr2a/Pex1/Snf8/Fbln1/Cdc20/Slc4a1/Ctnnb1/Mid1ip1/Rbfox1/Dynll1/Ppp2cb/Tfcp2/Vps4b/Sash1/Pdzd11/Taok1/Top2b/Myo1c/Ywhab/Ksr1/Pex12/Cdc37/Tnfaip3/Gopc/Vta1/Ccn2/Sirt1/Yeats4/Ppp2ca/Dbnl/Gria1/Sdc1/Mif4gd/Dlg4/Vamp2/Top2a/Ppm1a/Fbln5/Amph/Tert/Xrcc4",61
"GO:0061462","BP","GO:0061462","protein localization to lysosome","15/3047","35/15222",0.00174579540505227,0.00174579540505227,0.0441113458868823,"Glmp/Kptn/M6pr/Hspa8/Lamp2/Cacng2/Ap4m1/Ap3d1/Rtn4/Rock2/Cacng4/Gga3/Gpr137b/Ap3b1/Zfyve16",15
